"SCED Time Stamp","Repeated Hour Flag","QSE","REGUP","REGDN","NSPIN","NSPNM","RRSPFR","RRSFFR","RRSUFR","ECRSS","ECRSM"
"02/09/2025 17:45:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 17:45:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 17:45:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 17:45:11","N","QBPEC7","-3.3","-1.5","-14.5","","-12.5","0","0","-6",""
"02/09/2025 17:45:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 17:45:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 17:45:11","N","QEDE10","","","","","0","0","36.1","",""
"02/09/2025 17:45:11","N","QEDE12","","","","","0","0","10.3","",""
"02/09/2025 17:45:11","N","QEDES1","","","","","0","0","78.3","",""
"02/09/2025 17:45:11","N","QEDES2","","","","","0","0","5.8","",""
"02/09/2025 17:45:11","N","QEDES5","","","","","0","0","16.3","",""
"02/09/2025 17:45:11","N","QEDES6","","","","","0","0","6.2","",""
"02/09/2025 17:45:11","N","QEDES8","","","","","0","0","11.3","",""
"02/09/2025 17:45:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 17:45:11","N","QFRONT","","","","","0","0","5.7","",""
"02/09/2025 17:45:11","N","QGAR6","","","","","0","0","6.9","",""
"02/09/2025 17:45:11","N","QGERD","","","","","0","0","4.9","",""
"02/09/2025 17:45:11","N","QGEXA","","","","","0","0","22.3","",""
"02/09/2025 17:45:11","N","QGEXA7","","","","","0","0","4.6","",""
"02/09/2025 17:45:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 17:45:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 17:45:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 17:45:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 17:45:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 17:45:11","N","QOCSQ1","","","","","0","0","5.9","",""
"02/09/2025 17:45:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 17:45:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 17:45:11","N","QSTEC","0","0","0","","0","0","23.9","",""
"02/09/2025 17:45:11","N","QSTEC1","0","","0","","0","0","3.1","",""
"02/09/2025 17:45:11","N","QTEN18","5.1","2.3","22.5","","19.4","0","0","9.3","0"
"02/09/2025 17:45:11","N","QTENSK","","","","","0","0","12.4","",""
"02/09/2025 17:45:11","N","QTOTL1","-1.8","-.8","-8","","-6.9","0","0","-3.3",""
"02/09/2025 18:00:12","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 18:00:12","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 18:00:12","N","QAMA","","","","","1","0","0","",""
"02/09/2025 18:00:12","N","QBPEC7","-2.1","-2","-13.4","","-12.1","0","0","-5.9",""
"02/09/2025 18:00:12","N","QBTU","","","","","0","0","7","",""
"02/09/2025 18:00:12","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 18:00:12","N","QEDE10","","","","","0","0","34.3","",""
"02/09/2025 18:00:12","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 18:00:12","N","QEDES1","","","","","0","0","73.8","",""
"02/09/2025 18:00:12","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 18:00:12","N","QEDES5","","","","","0","0","15.5","",""
"02/09/2025 18:00:12","N","QEDES6","","","","","0","0","6","",""
"02/09/2025 18:00:12","N","QEDES8","","","","","0","0","10.6","",""
"02/09/2025 18:00:12","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 18:00:12","N","QFRONT","","","","","0","0","5.7","",""
"02/09/2025 18:00:12","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 18:00:12","N","QGERD","","","","","0","0","4.4","",""
"02/09/2025 18:00:12","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 18:00:12","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 18:00:12","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 18:00:12","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 18:00:12","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 18:00:12","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 18:00:12","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 18:00:12","N","QOCSQ1","","","","","0","0","5.9","",""
"02/09/2025 18:00:12","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 18:00:12","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 18:00:12","N","QSTEC","0","0","0","","0","0","23.1","",""
"02/09/2025 18:00:12","N","QSTEC1","0","0","0","","0","0","3.1","",""
"02/09/2025 18:00:12","N","QTEN18","3.2","3.1","20.7","","18.7","0","0","9.1","0"
"02/09/2025 18:00:12","N","QTENSK","","","","","0","0","13.2","",""
"02/09/2025 18:00:12","N","QTOTL1","-1.1","-1.1","-7.3","","-6.6","0","0","-3.2",""
"02/09/2025 18:15:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 18:15:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 18:15:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 18:15:11","N","QBPEC7","-2.1","-2","-13.4","","-12.1","0","0","-5.9",""
"02/09/2025 18:15:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 18:15:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 18:15:11","N","QEDE10","","","","","0","0","34.3","",""
"02/09/2025 18:15:11","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 18:15:11","N","QEDES1","","","","","0","0","73.8","",""
"02/09/2025 18:15:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 18:15:11","N","QEDES5","","","","","0","0","15.5","",""
"02/09/2025 18:15:11","N","QEDES6","","","","","0","0","6","",""
"02/09/2025 18:15:11","N","QEDES8","","","","","0","0","10.6","",""
"02/09/2025 18:15:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 18:15:11","N","QFRONT","","","","","0","0","5.7","",""
"02/09/2025 18:15:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 18:15:11","N","QGERD","","","","","0","0","4.4","",""
"02/09/2025 18:15:11","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 18:15:11","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 18:15:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 18:15:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 18:15:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 18:15:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 18:15:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 18:15:11","N","QOCSQ1","","","","","0","0","5.9","",""
"02/09/2025 18:15:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 18:15:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 18:15:11","N","QSTEC","0","0","0","","0","0","23.1","",""
"02/09/2025 18:15:11","N","QSTEC1","0","0","0","","0","0","3.1","",""
"02/09/2025 18:15:11","N","QTEN18","3.2","3.1","20.7","","18.7","0","0","9.1","0"
"02/09/2025 18:15:11","N","QTENSK","","","","","0","0","13.2","",""
"02/09/2025 18:15:11","N","QTOTL1","-1.1","-1.1","-7.3","","-6.6","0","0","-3.2",""
"02/09/2025 18:30:10","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 18:30:10","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 18:30:10","N","QAMA","","","","","1","0","0","",""
"02/09/2025 18:30:10","N","QBPEC7","-2.1","-2","-13.4","","-12.1","0","0","-5.9",""
"02/09/2025 18:30:10","N","QBTU","","","","","0","0","7","",""
"02/09/2025 18:30:10","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 18:30:10","N","QEDE10","","","","","0","0","34.3","",""
"02/09/2025 18:30:10","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 18:30:10","N","QEDES1","","","","","0","0","73.8","",""
"02/09/2025 18:30:10","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 18:30:10","N","QEDES5","","","","","0","0","15.5","",""
"02/09/2025 18:30:10","N","QEDES6","","","","","0","0","6","",""
"02/09/2025 18:30:10","N","QEDES8","","","","","0","0","10.6","",""
"02/09/2025 18:30:10","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 18:30:10","N","QFRONT","","","","","0","0","5.7","",""
"02/09/2025 18:30:10","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 18:30:10","N","QGERD","","","","","0","0","4.4","",""
"02/09/2025 18:30:10","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 18:30:10","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 18:30:10","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 18:30:10","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 18:30:10","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 18:30:10","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 18:30:10","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 18:30:10","N","QOCSQ1","","","","","0","0","5.9","",""
"02/09/2025 18:30:10","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 18:30:10","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 18:30:10","N","QSTEC","0","0","0","","0","0","23.1","",""
"02/09/2025 18:30:10","N","QSTEC1","0","0","0","","0","0","3.1","",""
"02/09/2025 18:30:10","N","QTEN18","3.2","3.1","20.7","","18.7","0","0","9.1","0"
"02/09/2025 18:30:10","N","QTENSK","","","","","0","0","13.2","",""
"02/09/2025 18:30:10","N","QTOTL1","-1.1","-1.1","-7.3","","-6.6","0","0","-3.2",""
"02/09/2025 18:45:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 18:45:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 18:45:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 18:45:11","N","QBPEC7","-2.1","-2","-13.4","","-12.1","0","0","-5.9",""
"02/09/2025 18:45:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 18:45:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 18:45:11","N","QEDE10","","","","","0","0","34.3","",""
"02/09/2025 18:45:11","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 18:45:11","N","QEDES1","","","","","0","0","73.8","",""
"02/09/2025 18:45:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 18:45:11","N","QEDES5","","","","","0","0","15.5","",""
"02/09/2025 18:45:11","N","QEDES6","","","","","0","0","6","",""
"02/09/2025 18:45:11","N","QEDES8","","","","","0","0","10.6","",""
"02/09/2025 18:45:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 18:45:11","N","QFRONT","","","","","0","0","5.7","",""
"02/09/2025 18:45:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 18:45:11","N","QGERD","","","","","0","0","4.4","",""
"02/09/2025 18:45:11","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 18:45:11","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 18:45:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 18:45:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 18:45:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 18:45:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 18:45:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 18:45:11","N","QOCSQ1","","","","","0","0","5.9","",""
"02/09/2025 18:45:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 18:45:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 18:45:11","N","QSTEC","0","0","0","","0","0","23.1","",""
"02/09/2025 18:45:11","N","QSTEC1","0","0","0","","0","0","3.1","",""
"02/09/2025 18:45:11","N","QTEN18","3.2","3.1","20.7","","18.7","0","0","9.1","0"
"02/09/2025 18:45:11","N","QTENSK","","","","","0","0","13.2","",""
"02/09/2025 18:45:11","N","QTOTL1","-1.1","-1.1","-7.3","","-6.6","0","0","-3.2",""
"02/09/2025 19:00:12","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 19:00:12","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 19:00:12","N","QAMA","","","","","1","0","0","",""
"02/09/2025 19:00:12","N","QBPEC7","-1.3","-1.6","-13.4","","-12","0","0","-3.4",""
"02/09/2025 19:00:12","N","QBTU","","","","","0","0","7","",""
"02/09/2025 19:00:12","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 19:00:12","N","QEDE10","","","","","0","0","34","",""
"02/09/2025 19:00:12","N","QEDE12","","","","","0","0","10.6","",""
"02/09/2025 19:00:12","N","QEDES1","","","","","0","0","72.9","",""
"02/09/2025 19:00:12","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 19:00:12","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 19:00:12","N","QEDES6","","","","","0","0","5.8","",""
"02/09/2025 19:00:12","N","QEDES8","","","","","0","0","10.4","",""
"02/09/2025 19:00:12","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 19:00:12","N","QFRONT","","","","","0","0","5.9","",""
"02/09/2025 19:00:12","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 19:00:12","N","QGERD","","","","","0","0","3.8","",""
"02/09/2025 19:00:12","N","QGEXA","","","","","0","0","22.6","",""
"02/09/2025 19:00:12","N","QGEXA7","","","","","0","0","4.2","",""
"02/09/2025 19:00:12","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 19:00:12","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 19:00:12","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 19:00:12","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 19:00:12","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 19:00:12","N","QOCSQ1","","","","","0","0","5.8","",""
"02/09/2025 19:00:12","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 19:00:12","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 19:00:12","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 19:00:12","N","QSTEC1","","","0","","0","0","3.1","",""
"02/09/2025 19:00:12","N","QTEN18","2","2.4","20.7","","18.5","0","0","5.2","0"
"02/09/2025 19:00:12","N","QTENSK","","","","","0","0","12.2","",""
"02/09/2025 19:00:12","N","QTOTL1","-.7","-.8","-7.3","","-6.5","0","0","-1.8",""
"02/09/2025 19:15:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 19:15:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 19:15:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 19:15:11","N","QBPEC7","-1.3","-1.6","-13.4","","-12","0","0","-3.4",""
"02/09/2025 19:15:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 19:15:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 19:15:11","N","QEDE10","","","","","0","0","34","",""
"02/09/2025 19:15:11","N","QEDE12","","","","","0","0","10.6","",""
"02/09/2025 19:15:11","N","QEDES1","","","","","0","0","72.9","",""
"02/09/2025 19:15:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 19:15:11","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 19:15:11","N","QEDES6","","","","","0","0","5.8","",""
"02/09/2025 19:15:11","N","QEDES8","","","","","0","0","10.4","",""
"02/09/2025 19:15:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 19:15:11","N","QFRONT","","","","","0","0","5.9","",""
"02/09/2025 19:15:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 19:15:11","N","QGERD","","","","","0","0","3.8","",""
"02/09/2025 19:15:11","N","QGEXA","","","","","0","0","22.6","",""
"02/09/2025 19:15:11","N","QGEXA7","","","","","0","0","4.2","",""
"02/09/2025 19:15:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 19:15:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 19:15:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 19:15:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 19:15:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 19:15:11","N","QOCSQ1","","","","","0","0","5.8","",""
"02/09/2025 19:15:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 19:15:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 19:15:11","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 19:15:11","N","QSTEC1","","","0","","0","0","3.1","",""
"02/09/2025 19:15:11","N","QTEN18","2","2.4","20.7","","18.5","0","0","5.2","0"
"02/09/2025 19:15:11","N","QTENSK","","","","","0","0","12.2","",""
"02/09/2025 19:15:11","N","QTOTL1","-.7","-.8","-7.3","","-6.5","0","0","-1.8",""
"02/09/2025 19:30:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 19:30:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 19:30:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 19:30:11","N","QBPEC7","-1.3","-1.6","-13.4","","-12","0","0","-3.4",""
"02/09/2025 19:30:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 19:30:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 19:30:11","N","QEDE10","","","","","0","0","34","",""
"02/09/2025 19:30:11","N","QEDE12","","","","","0","0","10.6","",""
"02/09/2025 19:30:11","N","QEDES1","","","","","0","0","72.9","",""
"02/09/2025 19:30:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 19:30:11","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 19:30:11","N","QEDES6","","","","","0","0","5.8","",""
"02/09/2025 19:30:11","N","QEDES8","","","","","0","0","10.4","",""
"02/09/2025 19:30:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 19:30:11","N","QFRONT","","","","","0","0","5.9","",""
"02/09/2025 19:30:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 19:30:11","N","QGERD","","","","","0","0","3.8","",""
"02/09/2025 19:30:11","N","QGEXA","","","","","0","0","22.6","",""
"02/09/2025 19:30:11","N","QGEXA7","","","","","0","0","4.2","",""
"02/09/2025 19:30:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 19:30:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 19:30:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 19:30:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 19:30:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 19:30:11","N","QOCSQ1","","","","","0","0","5.8","",""
"02/09/2025 19:30:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 19:30:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 19:30:11","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 19:30:11","N","QSTEC1","","","0","","0","0","3.1","",""
"02/09/2025 19:30:11","N","QTEN18","2","2.4","20.7","","18.5","0","0","5.2","0"
"02/09/2025 19:30:11","N","QTENSK","","","","","0","0","12.2","",""
"02/09/2025 19:30:11","N","QTOTL1","-.7","-.8","-7.3","","-6.5","0","0","-1.8",""
"02/09/2025 19:45:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 19:45:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 19:45:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 19:45:11","N","QBPEC7","-1.3","-1.6","-13.4","","-12","0","0","-3.4",""
"02/09/2025 19:45:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 19:45:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 19:45:11","N","QEDE10","","","","","0","0","34","",""
"02/09/2025 19:45:11","N","QEDE12","","","","","0","0","10.6","",""
"02/09/2025 19:45:11","N","QEDES1","","","","","0","0","72.9","",""
"02/09/2025 19:45:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 19:45:11","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 19:45:11","N","QEDES6","","","","","0","0","5.8","",""
"02/09/2025 19:45:11","N","QEDES8","","","","","0","0","10.4","",""
"02/09/2025 19:45:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 19:45:11","N","QFRONT","","","","","0","0","5.9","",""
"02/09/2025 19:45:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 19:45:11","N","QGERD","","","","","0","0","3.8","",""
"02/09/2025 19:45:11","N","QGEXA","","","","","0","0","22.6","",""
"02/09/2025 19:45:11","N","QGEXA7","","","","","0","0","4.2","",""
"02/09/2025 19:45:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 19:45:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 19:45:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 19:45:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 19:45:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 19:45:11","N","QOCSQ1","","","","","0","0","5.8","",""
"02/09/2025 19:45:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 19:45:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 19:45:11","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 19:45:11","N","QSTEC1","","","0","","0","0","3.1","",""
"02/09/2025 19:45:11","N","QTEN18","2","2.4","20.7","","18.5","0","0","5.2","0"
"02/09/2025 19:45:11","N","QTENSK","","","","","0","0","12.2","",""
"02/09/2025 19:45:11","N","QTOTL1","-.7","-.8","-7.3","","-6.5","0","0","-1.8",""
"02/09/2025 20:00:12","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 20:00:12","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 20:00:12","N","QAMA","","","","","1","0","0","",""
"02/09/2025 20:00:12","N","QBPEC7","-1.1","-1.2","-13.5","","-12.1","0","0","-3.1",""
"02/09/2025 20:00:12","N","QBTU","","","","","0","0","7","",""
"02/09/2025 20:00:12","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 20:00:12","N","QEDE10","","","","","0","0","34.5","",""
"02/09/2025 20:00:12","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 20:00:12","N","QEDES1","","","","","0","0","73.6","",""
"02/09/2025 20:00:12","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 20:00:12","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 20:00:12","N","QEDES6","","","","","0","0","5.2","",""
"02/09/2025 20:00:12","N","QEDES8","","","","","0","0","10.5","",""
"02/09/2025 20:00:12","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 20:00:12","N","QFRONT","","","","","0","0","5.8","",""
"02/09/2025 20:00:12","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 20:00:12","N","QGERD","","","","","0","0","4.6","",""
"02/09/2025 20:00:12","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 20:00:12","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 20:00:12","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 20:00:12","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 20:00:12","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 20:00:12","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 20:00:12","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 20:00:12","N","QOCSQ1","","","","","0","0","6","",""
"02/09/2025 20:00:12","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 20:00:12","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 20:00:12","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 20:00:12","N","QSTEC1","","","0","","0","0","3","",""
"02/09/2025 20:00:12","N","QTEN18","1.7","1.9","20.9","","18.7","0","0","4.8","0"
"02/09/2025 20:00:12","N","QTENSK","","","","","0","0","11.8","",""
"02/09/2025 20:00:12","N","QTOTL1","-.6","-.7","-7.4","","-6.6","0","0","-1.7",""
"02/09/2025 20:15:11","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 20:15:11","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 20:15:11","N","QAMA","","","","","1","0","0","",""
"02/09/2025 20:15:11","N","QBPEC7","-1.1","-1.2","-13.5","","-12.1","0","0","-3.1",""
"02/09/2025 20:15:11","N","QBTU","","","","","0","0","7","",""
"02/09/2025 20:15:11","N","QCALP","0","0","-25","0","-5","0","0","0","0"
"02/09/2025 20:15:11","N","QEDE10","","","","","0","0","34.5","",""
"02/09/2025 20:15:11","N","QEDE12","","","","","0","0","10.7","",""
"02/09/2025 20:15:11","N","QEDES1","","","","","0","0","73.6","",""
"02/09/2025 20:15:11","N","QEDES2","","","","","0","0","5.5","",""
"02/09/2025 20:15:11","N","QEDES5","","","","","0","0","15.3","",""
"02/09/2025 20:15:11","N","QEDES6","","","","","0","0","5.2","",""
"02/09/2025 20:15:11","N","QEDES8","","","","","0","0","10.5","",""
"02/09/2025 20:15:11","N","QEXEL1","","","","","0","0","0","",""
"02/09/2025 20:15:11","N","QFRONT","","","","","0","0","5.8","",""
"02/09/2025 20:15:11","N","QGAR6","","","","","0","0","6.8","",""
"02/09/2025 20:15:11","N","QGERD","","","","","0","0","4.6","",""
"02/09/2025 20:15:11","N","QGEXA","","","","","0","0","22.5","",""
"02/09/2025 20:15:11","N","QGEXA7","","","","","0","0","4.3","",""
"02/09/2025 20:15:11","N","QJUSL1","","","3","","10","0","0","10",""
"02/09/2025 20:15:11","N","QJUSL2","","","4","","10","0","0","15",""
"02/09/2025 20:15:11","N","QJUSL3","","","3","","10","0","0","10",""
"02/09/2025 20:15:11","N","QLCRA","0","0","-2","","0","0","17","0","0"
"02/09/2025 20:15:11","N","QNRGTX","","","","","25","0","100","",""
"02/09/2025 20:15:11","N","QOCSQ1","","","","","0","0","6","",""
"02/09/2025 20:15:11","N","QSEMES","","","25","","5","0","0","",""
"02/09/2025 20:15:11","N","QSHELL","0","0","-40","0","-49","0","0","-38","0"
"02/09/2025 20:15:11","N","QSTEC","0","0","0","","0","0","23.2","",""
"02/09/2025 20:15:11","N","QSTEC1","","","0","","0","0","3","",""
"02/09/2025 20:15:11","N","QTEN18","1.7","1.9","20.9","","18.7","0","0","4.8","0"
"02/09/2025 20:15:11","N","QTENSK","","","","","0","0","11.8","",""
"02/09/2025 20:15:11","N","QTOTL1","-.6","-.7","-7.4","","-6.6","0","0","-1.7",""
"02/09/2025 20:30:10","N","QAEN","0","17.5","105","","0","0","0","41",""
"02/09/2025 20:30:10","N","QALTRE","","","22","","15","0","19.4","",""
"02/09/2025 20:30:10","N","QAMA","","","","","1","0","0","",""
"02/09/2025 20:30:10","N","QBPEC7","-1.1","-1.2","-13.5","","-12.1","0","0","-3.1",""
